title,text 
Produto aguardando coleta a um mês ,"Bem, comprei um fone de ouvido na Shein no dia 10 de outubro de 2022. Este produto foi pago em um mesmo dia com outros dois itens que comprei. O que acontece: com uns poucos dias de atraso esses dois outros produtos chegaram, mas o fone ainda permanece aguardando a coleta a um mês. Gostaria que a empresa resolvesse isso seja através do envio dele ou da devolução do dinheiro."
Propaganda enganosa ,"Há um tempo a shein tinha disponibilizado um cupom de 30% sem valor mínimo que tinha prazo de validade até o dia 04.11, quando chegou o dia 02.11 ele já não funcionava mais. Diversas pessoas entraram em contato com o chat e foram informados que ele tinha expirado, mas que em breve outros iriam ser disponibilizados. Enfim, no dia 07.11 recebi um e-mail informando que no dia 10 ao dia 12 iriam disponibilizar o cupom de 25% de desconto. Mas para surpresa de todos, mais uma vez não cumpriram com a informação ofertada. Embora a empresa não seja brasileira, ela tem que cumprir com as regras do país que oferece os seus serviços. E isso é propagando enganosa. Estou colocando em anexo o print do e-mail. "
"Comprei uma calça, mas comprei no tamanho errado então cancelei mas até agora não recebi meu reembolso ","Comprei uma calça, mas comprei no tamanho errado então cancelei mas até agora não recebi meu reembolso."
Meu pedido não foi entregue ,"Comprei duas garrafas térmicas com um vendedor nacional da shein, já passou da data do recebimento da mercadoria e não chega."
Estou chateada com a empresa!,"Bom dia! Meu produto chegou em Santa Catarina e estava constando que eu precisava pagar 177,00 R$ para receber o produto. Recusei óbvio! Mas consta na SHEIN que desde o dia 21/10/22 que a devolução foi autorizada pela receita federal e nunca chega e nem recebo meu reembolso, que experiência horrível que estou tendo com vocês, resolvam meu problema, caso contrário vou acionar o Procon  busca dos meus direitos como consumidora que eu sei muito bem quais são! "
Pedido não sai do processamento ,"Eu fiz vários pedidos pela Shein, todos chegaram normalmente menos um, e o pedido não atualiza nem nada, só fica em processamento. Eu tento falar com o suporte da Shein, mas nunca consigo mandar a minha  reclamação "
Atraso shein,Estou com uma encomenda parada em Curitiba. (Código de rastreio NA573399622BR)
Recebi metade do meu pedido e não tem onde recorrer,"Fiz um pedido na Shein, de envio nacional, com a loja NOSSA FASHION. Pedi 2 NOSSA Cardigan Kimono Feminino Com Fendas Laterais Canelado, porém só recebi 1 e não tem nenhum lugar no app que eu possa recorrer e reclamar sobre o ocorrido. Realizei o pagamento, mas não consigo informar a não entrega e pedir o reembolso. Fora que quando entro no pedido, aparece que não tem mais estoque do modelo. O mínimo que a loja e a Shein poderiam ter feito era me informar e estornar. Agora não recebi o produto, paguei por ele e não consigo nem reclamar pelo site. Quero meu estorno ou o produto solicitado. "
Não recebi os itens que comprei,"Aqui no app da Shein mostra que foi assinado e recebi os itens, mas não recebi, se caso não receber vou abrir um chamado no Procon"
Compras presas na alfândega ,"Fiz uma compra e paguei a taxa da alfândega de 172,23 fui informada de que seria ressarcida de 50% do valor, mandei um e-mail pra SHEIN e até agora não tive retorno. "
Resposta sobre Devolução e Reembolso,"Pedido GSHN3J08T000SUMSolicitei reembolso desse pedido, mas não consta no meu históri deco da minha conta na Shein, gostaria da de saber Por que?Estou com medo de não receber meu reembolso e o valor é alto e já foi pago pra mim na fatura no dia 07/11/22,  R$ 279,90.Eu recebi o código da etiqueta 2282977324 e já enviei e postei o pedido no dia 04/11/2022, conforme foto em anexo. QC349968455BRSeGostaria de uma confirmação e resposta por favor. Eu não posso perder esse dinheiro de jeito nenhum. ObrigadaAguardo......."
falha no pagamento ,"Boa noite! Não consigo finalizar meu pedido de número GSHN4J12400MHTX, pois fica parecendo falha no pagamento e já verifiquei com a seguradora do cartão de crédito,  não há problemas para o impedimento da compra, tentei finalizar por diversas vezes e até tentei outros cartões. Aguardo retorno para efetuar meu pedido."
Carteiro nao atendido,"eu estudo de manhã e como podemos imaginar o carteiro foi de manhã e n tinha ngm em casa e chegou essa seguinte mensagem :Estimado cliente,É uma pena que a entrega do número de rastreamento do seu pedido GSHN4X53M00**** NA60077709***tenha tentado falhar. O principal motivo é o endereço / número de telefone insuficiente / ninguém em casa no momento da entrega etc. Entre em contato com a operadora local para obter o pacote logo, caso retorne ao remetente. Estamos sempre ao seu dispor se precisar de ajuda.Nota:Siga o aviso da operadora local se você o recebeu com antecedência.Ignore esta mensagem se você já tiver recebido o pacote. no rastreamento pelos correios esta falando q vai ter outra tentativa de entrega, mas no app da shein esta escrito despachado. oque isso quer dizer?"
Disse que o número de telefone é insuficiente,Disseram que o número de telefone é insuficiente e que ninguém estava em casa no momento da entrega.
Fui taxada pela receita federal,"Fiz um pedido na shein, sempre faço fui taxada, minha compra foi dividida em dois pacotes, um chegou normal e outro fui taxada. pedido GSHN4427U00MF9X   Recebi dia 09/11 a notificação com problema na entrega, hoje dia 10/11 ao entrar nos correios verifiquei que foi a taxação da receita , não pude solicitar uma revisão nos tributos no site dos correios, porque já haviam gerado a guia de pagamento, logo não será possível retirar a taxa. Posso não pagar que a encomenda volta para a shein ? Eles devolvem o meu dinheiro? Pois não tem condição nenhuma de eu pagar quase 170 reais de taxa por produtos como biquínis e brincos, peças de uso pessoal. No aguardo de um retorno."
Não recebi a mercadoria ,Comprei vários produtos com previsão de entrega no final de outubro e até agora nada. Pelo rastreamento NA560766495BR o pacote foi recebido nos correios e está parado em Curitiba desde  24/10. Não consigo falar com ninguém e todos as reclamações feitas são respondidas com vagas mensagens eletrônicas. Decepcionada!
Não recebi a mercadoria ,Comprei vários produtos com previsão de entrega no final de outubro e até agora nada. Pelo rastreamento NA560766495BR o pacote foi recebido nos correios e está parado em Curitiba desde  24/10. Não consigo falar com ninguém e todos as reclamações feitas são respondidas com vagas mensagens eletrônicas. Decepcionada!
Problemas com despacho,"Na semana passada, o CORREIO me cobrou uma taxa de despacho da Shein devido a falta da nota fiscal, o que ocasionou o atraso do meu pedido! Enviei o comprovante para o e-mail da loja e procurei o suporte, porém ainda não tive retorno, já que a empresa promete arcar com 50% do valor!Outra situação é que tive um pedido que já era para estar entregue, porém só foi postado essa semana!"
Ainda não recebi o reembolso ,"Apresentei a queixa aq na SHEIN dia 30 de outubro, eis q vieram até aq e disseram q resolveriam o meu problema, recebi um e-mail no qual me perguntava como eu gostaria do reembolso, eu o respondi, e até agr nd de resposta! Aguardo "
Boleto venceu ,"Já mandei outras msg, foi a primeira e última compra que faço nesse aplicativo, vocês não tem um suporte adequado para resolução de coisas simples.Meu pedido NA533564649BR,venceu o boleto dia 29/10 agora quero saber como vai ser feito, o correio devolve os produtos pra vcs e vcs me reembolsam? Qual é o processo agora?Já tentei entrar em contato com o suporte de vcs, péssimo, só falo com robô."
Mercadoria não entregou ,"Realizei compra em 30/08/22, paguei com pix, pedido 2496015130, alegam ter entregue pedido , mas não recebi nada até o momento, nenhum vizinho recebeu!Mandaram entrar em contato com email contato @jandeoliveira .com, não existe este email! Rastreador SZZQ8108369809Inexistente! Quero a mercadoria comprada! Querem me devolver 60 porcento do valor, isto é [Editado pelo Reclame Aqui], [Editado pelo Reclame Aqui]! Paguei quero o que comprei!"
Não faz troca,"Comprei um mais e qdo chegou vi a ma qualidade do produto,  não consigo devolver, um produto totalmente transparente e fraco, sem ao menos precisar experimentar.  Um descaso não trocam e não reembolsam. "
Taxa da shein,"Fiz uma compra de 160 reais, fui taxada e a taxa de 100 reais( o que me recuso a pagar, por isso quero saber se consigo cancelar e voltar o dinheiro pra minha carteira e como que eu faço para prosseguir?"
"Meu pedido está como entregue , mas não recebi","Fiz minhas compras em 26/09, recebi o número do pedido que é 202209261565351.Depois recebi o código de rastreamento SZZQ8108324039, esse código está dizendo que o produto foi entregue, mas até agora não recebi nada."
Não recebi meu reembolso de uma devolução na Shein/ Ebanx ,"Fiz uma compra na Shein no dia 30/09/22 Pedido:GSHN3960Q0019VLde três peças no valor de 158,52 mas cancelei um item antes de ser enviado no valor de 33,85 e recebi o estorno na hora. Os outros dois itens foram entregues para mim mas como não deu certo fiz a devolução e pedi o reembolso também no valor de 124,67. A Shein aprovou o meu reembolso mas até hoje não recebi o estorno no meu cartão de crédito. Já entrei em contato várias vezes com a Shein e não tive uma solução. Espero receber meu reembolso pois estou decepcionada pois achava que a Shein e o Ebanx fossem de confiança mas estou sendo prejudicada e já entrei em contado com a Shein várias vezes e não me ajudaram a resolver esse problema."
Não recebi a entrega,"Eu pedir dois fone pela Shein e não chegou até hoje e faz dois meses , não conseguir fala com eles pra devolver meu dinheiro."
Reembolso não consta em conta,"Fiz uma compra na SHEIN após 7 meses a compra não chegou, os correios deram como perdido e a SHEIN ficou de me reembolsar, no site informa que o reembolso foi feito, porém não entrou dinheiro na minha conta e o pagamento foi PIX. Estou extremamente chateada, uma falta de respeito, ninguém responde, não tem número para ligar"
Código de Rastreio com Erro,"No dia 25 de Setembro de 2022 efetuei compra no site da Shein (Pedido GSHN3Y171000NX5). Contudo, o código de rastreio informado no site (SS000000636482BR) não é possível rastrear, pois aparece a seguinte mensagem de erro no site dos Correios: Código de objeto, CPF ou CNPJ informado não está válido."
Comprei na shein e ate agora nada ,Fiz uma compra na shein paguei com pix e nada de entrega entrei como belinha coloquei o endereço mais nenhuma resposta.
Minha compra não chegaram ,"Fiz umas compra na shein e agora chegou um msg falando que minha coisa foi despachada , quero sabe aonde  é se não chega meus pedidos ,quero meu dinheiro de volta "
Produto entregue porém não recebi,"Então, fiz uma compra pela Shein e lá consta que o produto foi entregue , tentei chat online mas só dá a opção de bilhete , mandaram email e também via WhatsApp que o meu produto foi entregue, porém não recebi."
Quero minhas blusinhas ,"Baixei o app da shein e comecei a comprar fiz várias comprinhas e até então tudo ok ,pois bem acontece que em um único e espero pedido não chegou já tem mais de 1 mês e nada tentei entrar em contato com a shein mais o atendimento ao cliente de lá é péssimo, pior de tudo foi que eu indignada exclui o app da shein na esperança de um milagre acontecer e meu pedido chegar kkkkk não aconteceu.Baixei o app novamente pq eu paguei minhas blusinhas e eu quero recebê-las só que sumiu tudo, sumiu meus pedidos já entregues,o que estava sendo preparado pra entrega a mais de um mês, meu carrinho tá vazio  Quero uma satisfação "
PEDIDO ATRASADO ,"Fiz pedido e prazo para entrega esta até 30/10/2021 e até agora não recebi o produto. ultima atualização no site da shein 18/10 (Pendência de transferência) . E o codigo de rastreio disponibilizado no site ,nao funciona nos correios."
Compra,"Fiz um pedido e até hoje não recebi, GSHNCH32M000SGH. Quero uma solução,  até hoje não sei o que fazer."
Reembolso/ Devolução,Boa noite! Fiz uma compra na Shein o item veio muito pequeno pra mim falei no chat que queria trocar e foi informada que produtos em promoção não podem ser trocados ! Questionei sobre a política de devolução onde não fala nada a respeito disso e mesmo assim fui informada que não podiam trocar meu produto e agora vou ficar com uma coisa que mal dá em mim?
Vestido da Shein,Mercadoria atrasada à dois meses.
PEDIDO VOLTOU E NÃO RECEBI REEMBOLSO ,Já tentei falar pelo canaldo cliente e não consegui resolver o problema 
Boleto pago e não atualizou sistema,"Paguei o boleto em 01/11, sendo que o vencimento seria em 03/11, mas até a presente data 10/11 não confirmaram o pagamento. Já entrei em contato pelo chat várias vezes, envio o comprovante de pagamento e a informação que recebo é que eles tem 7 dias úteis para confirmar o pagamento. Ressalva: recebi o e-mail da Shein com a confirmação de recebimento do pagamento."
ENCOMENDA PARADA EM CURITIBA ,Comprei na shein dia 27/10 a data prevista era até o dia 10 de novembro e até agora nada. Está parado em Curitiba faz 10 dias Código de rastreio: NA586132565BR
Compra,"Fiz uma compra com cartão de crédito,  aprovada e não recebi a confirmação do pedido."
Cupons e ofertas ,"Meus cupons sumiram e apareceu a oferta compre 2 pague 1, mas não funciona!"
produtos pagos e nao entregues.,"Fiz compra pelo facebook , no dia 15/09,paguei em pix e data de entrega era dia 06/10, até hj nao recebi, envio email, vem todo em ingles, traduzo e diz que vai chegar, me manda rastrear e nunca finaliza a transação, não tem um numero de telefone, nem nada e nao retornam. Preciso de ajuda p receber as mercadorias ou meu dinheiro de volta. Abaixo veja detalhes do pedido.Pedido SHIENBR ConfirmadoSe você tiver alguma dúvida sobre seu pedido ou precisar entrar em contato com a SHIENBR, clique para ver os detalhes do pedido ou visite nossa loja.Verifique os detalhes do pedidoVeja nossa lojaResumo do pedido ( 6 ) Terno de três peças de cor simples e confortávelAzul/LR$ 23,54 X 1 Macacões casuais de manga curta com bolsos sólidosCáqui/LR$ 18,60 X 1 Colete feminino de algodão linho com decote em V bainha bifurcada sem mangaRosa/GR$ 12,04 X 1 Conjunto de terno de três peças macio e confortávelCinza/LR$ 22,21 X 1 Calças casuais de cintura elástica de algodão e linho com pernas largasE/CaquiR$ 13,70 X 1 Seguro de freteR$ 2,70 X 1SubtotalR$ 92,79FreteR$ 28,00TotalR$ 120,79Qualquer pergunta? Sinta-se livre para nos contatar.Faremos o nosso melhor para lhe proporcionar uma ótima experiência de compra, se você tiver alguma dúvida ou feedback, entre em contato com shrfge@etseod.com"
Código de rastreio ,"Fiz um pedido de 3 itens e não estão aparecendo os códigos de rastreio. Somente um pedido tem código d3 rastreio, mas não tá funcionando. Os três não estão pegando ."
Pedido não enviado ,Fiz um pedido dia 9/9 de um fone de ouvido de um vendedor nacional e até agora não recebi!! Quero o reembolso! 
2 encomendas status entregue mais n recebi,Tenho 2 pedidos q mandaram notificação de entregue e nada pedido GSHN4256800271C e GSHN3G56A001EKY e GSHN3G56A001EK6 colocaram como entregue mais n recebi nada horário q ele disse q entregaram não existe gostaria de saber cadê pq manda msg não conseguimos falar com ninguém 
Não recebi meu pedido,O pedido está parado esperando pagamento sendo que na hora da venda não foi informado que teriam taxas a serem pagas. 
Compra vestido e acessórios para casamento,"Minha filha irá se casar e comprei meu vestido e acessórios na SHEIN. Era para ter chego 24/10/2022, portanto não chegou e se encontra na fiscalização em Curitiba dizendo que está aguardando pagamento. Não consigo informações pelo site da loja e nem pela fiscalização. O casamento será dia 27/11 e meu vestido não chega. Alguém pode me ajudar com essa situação por favor?"
Paguei um produto cancelado,"Paguei um produto que já havia cancelado, como posso prosseguir?"
Remessa conjunta devolvida ao remetente ,"Então meu pedido da shein não chegou, e hoje eu vi uma mensagem pedindo pra entrar em contato com a operadora local, eu não sei o que é isso e não tem nenhum telefone ou e-mail, liguei para o correio, e a atendente informou que o produto foi devolvido ao remetente, gostaria de saber o que eu faço, e como consigo meu produto? Código do meu pedido: OZ693606689BR"
Pagamento não aprovado ,"Estou tentando realizar a compra na SHEIN e meu cartão não está sendo aceito, acabei de fazer uma compra on-line pelo mesmo cartão que foi aprovado o pagamento normalmente. Por que na SHEIN deu problema???"
Produto não chegou ,Fiz um pedido na shein mês passado um vestido esperei chegar e nada até hoje o prazo da entrega era até ontem só que eles não enviaram nada liguei na trampostadora eles não sabem cadê meu produto queria só o reembolso de volta 
CPF / Nome / Data de Nascimento Não Conferem,"Estou tentando realizar o pagamento via pix de uma compra na Shein, porém, tanto pelo app quanto pelo site, apresenta uma mensagem de ""Falha de Pagamento"", seguida do texto ""CPF, nome e data de nascimento não conferem, verifique os dados de pagamento ou tente outro meio de pagamento."" Tentei realizar via boleto, via cartão, porém a mesma mensagem é exibida. Busquei ajuda pelo Serviço ao Cliente, mas é um atendimento de msg automática e não consegui resolver. Tentei encontrar no meu cadastro onde eu poderia confirmar/editar essas informações, mas não consegui. Acessei outro meio de suporte do site, porém, leva 24h para resposta. A Shein precisa de um suporte ao cliente mais efetivo, pois pode estar perdendo vendas quando os clientes encontram esse tipo de falha na hora da compra. Sigo aguardando um retorno para concluir minha compra."
Atraso na entrega ,Pedido estava previsto para chegar dia 30 a 7 de novembro. Hoje são 11 de novembro e ainda está em outro estado o meu pedido.
código de postagem,recebi os itens porem muito grande solicitei a devolução porem o sistema a RL e com isso não recebi o código de postagem dos correios 
Roupa danificada ,"Comprei pela primeira vez e a calça que veio ezta manchada como se alguém tivesse jogado água sanitária e o pano não condiz com o material,  super fino e transparente. Quero devolver esse produto pq meu dinheiro não foi achado no lixo"
Problemas com a chegada do fone de ouvido orelha de gato.,"Comprei um fone de ouvido orelha de gato essa semana vai fazer um mês que comprei e até hoje ñ chegou na minha residência, entro pra pegar o código de rastreio e aparece RASTREIO NÃO. Agora entrei de novo no APP pra estar acompanhando o rastreamento e apareceu que foi despachado tá na cidade vitoria da conquista. Gostaria de saber como vai ficar a minha situação,pois o meu endereço está correto e ñ tem nada a ver com vitória da conquista pois moro em Porto Seguro. Já que foi mandado para o outro endereço me façam a devolução do dinheiro ou entrem em contato comigo para dar pelo ou menos uma satisfação. "
ENCOMENDA TAXADA,"Olá, minha encomenda foi taxada e não consigo falar com ninguém do suporte da Shein para resolvermos.Como fazemos? O valor da taxa é consideravelmente alto. Gostaria de uma posição ou do cancelamento do pedido, por favor.Pedido GSHN4Q63Q000NRJ Obrigada, fico no aguardo."
Reembolso ,"Fiz uma compra e fui taxada, recusei nos correios, porque não tenho dinheiro para pagar, encaminhei vários e-mails para o suporte da shein e eles estão me ignorando, no aplicativo a mesma coisa, estou precisando do dinheiro, me ajudem por favor, isso tem quase um mês o pedido é GSHN3P59T00M2L5"
Não tenho informações sobre meu pedido ,"Dia 18 de outubro de 2022 fiz várias compras na shein, entre eles um macacão. No entanto, ele não sai da aba de processamento e quando busco saber informações não obtenho resposta. O pedido é GSHN4247400MF1Y. Era para ter sido entregue dia 4 de novembro e até agora nada."
Paguei más não recebi ,Então fiz uma compra pelo aplicativo da shein 12/09/2022 parte do pedido eu recebi mais um dos pedidos no valor de 601.81 até o momento não recebi eles disseram que está retido em Coritiba e só pode liberar se pagar uma taxa acontece q estou tentando a vários dias falar com eles pra saber o valor e como faço para pagar mais ele não me ajuda agora diante desta situação gostaria que eles me enviasse o reembolso do valor da compra ok gostaria que vocês me ajudem.
Quero minhas jaquetas ,Não recebi uma compra como fazer para ter o reembolso
Mercadoria não entregue,"Fiz uma compra na SHEIN n do pedido NA590127831BR, e até o momento não recebi. Gostaria de uma resposta da empresa"
Alteração de tamanho,"Fiz uma compra hoje, porém preciso mudar o tamanho do vestido mas não estou conseguindo contato e não consigo pelo atendimento ao cliente."
[Editado pelo Reclame Aqui] cartão de crédito ,"Boa tarde, gostaria de uma atenção quanto ao meu caso, tenho apenas uma conta na shein vinculada ao email leticiaingriddossantosoliveira@gmail.com, porém fui surpreendida ontem 9/11/2022 com uma compra efetuada na shein no valor de 254,51 com o meu cartão de crédito, essa compra não foi realizada por mim nem por nenhum membro da minha família, após constatar essa [Editado pelo Reclame Aqui], reportei no meu banco que bloqueou o cartão e logo após o bloqueio houve uma nova tentativa de compra no meu cartão, já estou em contato com o Nubank para ver oque podem fazer por mim mas preciso de um posicionamento da shein para reportar a eles, por favor me ajudem, a compra tem um valor significativo, passo o número do cartão ao seu contato, está em anexo o print da minha conta na shein e meu único pedido já feito na plataforma que não é no valor [Editado pelo Reclame Aqui], 254,51 "
SUJESTÃO DE ENVIO DE ENCOMENDAS,"acredito que vocês devem parar de separar as encomendas em vários pacotes, para entregas no Brasil eles acabam taxando quando chega mais de um pacote da mesma loja em seguida, exemplo: fiz a compra e deu 5 pacotes, foi chegando um por dia na alfândega e eles taxaram a partir do 2 pacote, então foram taxas acima de 150,00 para cada pacote, peço que revejam essa questão, não separem as compras, mandem tudo junto, nem que seja em uma caixa."
Pra que vocês tem um atendimento ao cliente sendo que vocês nunca estão disponíveis??,"Olha já é a terceira vez que eu mando msg falando que o código de rastreamento que me mandaram não funciona, tô tentando falar com alguém faz mais de 2 dias! e nada, o item que eu pedi já passou do prazo de entrega, ele não atualiza, o código não funciona, e não há nenhum tipo de resposta pela empresa. O desserviço com o cliente é ridículo."
Encomenda parada em Curitiba ,Estou com duas encomendas paradas em CuritibaCódigos de rastreio:NA595952728BRNA617005122BR
Reembolso ,"Então, fiz o pedido de uma calça em setembro, a calça demorou muito tempo para ter atualização de onde a mesma estava, então em novembro eu pedi o reembolso, fui reembolsada e o pedido foi entregue, o que faço agora? Quero muito esse produto esperei tanto tempo"
Não consigo ver o código de rastreio ,Só aparece o pedido GSHN3R59F00MFJK. Meu pedido ainda não chegou e o site não atualizaNão consigo ver o código de rastreio alguém pode me ajudar?
Envio nacional da shein demora muito,"Boa tarde, gostaria de notificar a shein que fiz um pedido com alguns itens de envio nacional, me notificaram sobre atrasos, mas já faz dez dias que fiz o pedido, o que vem da china já está no Brasil e o envio nacional nem saiu do processando! Tentei pelo próprio app , e lá diz que o pedido demora até 3 dias para ser enviado, mesmo com atraso mas já fazem 10 dias."
Pedido dado como entregue mas não recebi,"Fiz um pedido com 2 itens em outubro com vendedor local. A entrega aparece no app no dia 31/10, mas não recebi nada até hoje. Não deixaram com ninguém e não consigo contatar o vendedor e no app o suporte é péssimo"
Compra não entregue ,Fiz uma compra pela shein no dia 27/09/22 e não recebi a encomenda. Não consigo contatar a loja para fazer o estorno ou refazer a compra 
Reembolso não recebido ,"Fiz a devolução de um vestido de festa (rastreio do retorno 2284579135), cuja entrega no armazém ocorreu no dia 04/11, conforme informado pelos correios. Ocorre que até hoje, 10/11, a devolução consta como não recebida, não consigo entrar em contato com o serviço de atendimento, nem pelo autoatendimento e nem pelo chat, e o meu estorno não foi feito. Fiquei bem decepcionada, porque até então minhas experiências de compra na SHEIN foram ótimas, espero que abrindo uma reclamação aqui eu consiga ter pelo menos alguma informação sobre o status do processo de estorno "
Pedido parado ,"Gosto muito de comprar na shein, mas dessa vez meu pedido ficou parado e até o momento não atualizou mais! Tô com medo de ter acontecido alguma coisa Código de rastreio: NA599998331BR"
PRODUTO NAO RECEBIDO MAS APARECE COMO ENTREGUE ,"Boa tarde. Sempre comprei na shein sem nenhum problema, a anos compro e sou apaixonada por cada peça de roupa e objeto que consumo da empresa. Mas minhas últimas duas compras que efetuei na empresa não chegaram em minhas mãos.Continuo com o mesmo endereço desde a primeira compra. Já mandei mensagem no suporte do cliente pelo aplicativo e nada.No e-mail, SMS, WhatsApp e pelo próprio aplicativo consta como entregue a minha encomenda.Porém não recebi nadaGostaria somente do meu reembolso desses produtos, tendo em vista que não vou pagar um valor caro em mercadorias que não recebi.Sempre recebi antes dos prazos e em perfeito estado. Mas dessa vez não aconteceu isso e não quero ficar no prejuízo desse valor pago.Desde já agradeço!Segue em anexo os dois pedidos que constam como entregue porém eu não recebi nada."
"Desde do dia 31 a minha encomenda ta parada não tem atualização, e o que pedi por ultimo ja chegou e esse que foi primeiro não","Desde do dia 31 a encomenda não tem atualização, porém outra encomenda que fiz pedido por ultimo chego, e essa que foi a primeira não, codigo de rastreio NA579026867BR. "
Pagamento recusado,"Tentei comprar uma mochila e eles recusam a compra,meu cartão tem limite ,tentei por 3 cartões diferente e sempre recusa..Isso e muito frustrante.."
Nao recebi minha encomenda,"fiz uma compra dia 23/10 e hoje dia 10/11 era um ultimo dia para receber, só que desde o dia 31/10 não atualiza o código de rastreio, então quero meu reembolso.Já tentei fazer no App e não consigo."
PRODUTOS NÃO FORAM ENTREGUES!!!!,"OLÁ BOA TARDE, EU TINHA 5 PRODUTOS PARA CHEGAR QUE JA ESTAVA ESPERANDO A DIAS, UM CONJUNTO LARANJA, UMA BLUSA PRETA, UMA BLUSA BRANCA, UM ÓCULOS DE SOL, E UMA PULSEIRA, PORÉM RECEBI HOJE UMA NOTIFICAÇÃO QUE MEUS PRODUTOS FORAM ENTREGUES PORÉM NÃO ESTAVA EM CASA, E JA CONVERSEI COM MEUS VIZINHOS E NENHUM ABSOLUTAMENTE NENHUM, NINGUÉM RECEBEU ESSAS ENCOMENDAS!!! TA DIFÍCIL COMPRAR UTILIZANDO ESSA PLATAFORMA NAO COMPRO MAIS E NAO RECOMENDO PRA NINGUÉM, ALÉM DA DEMORA SOU OBRIGADA A PASSAR POR ISSO"
Produto que consta como entregue em codigo de rastreamento porém sem que eu tenha recebido,"Efetuei uma compra através de um site uma afiliada da Shein Brazil no dia 08/08/2022. A principio, recebi um código de rastreio que não conseguia acessar. Após contato via e-mail, me enviaram um link onde fui acompanhando o desenrolar da compra. Qual não foi minha surpresa ao me deparar com a mensagem de ""delivered"" ou seja entregue no dia 24 09 2022, se eu não recebi absolutamente nada. Novamente entrei em contato via e-mail e recebi uma resposta em espanhol. Efetuando a tradução, o que consegui entender é que a transportadora era seria, que se o produto contava como entregue é porque realmente havia sido entregue e para eu verificar junto aos correios ou a meus vizinhos se alguem não tinha visto, porque ""minha sacola poderia ter sido surrupiada"". Nossa, me senti ainda mais ultrajada. Além de efetuar uma compra, não receber o produto ainda sou afrontada?  ora, como a sacola poderia ser furtada? Eles não chamam ninguém? Não solicitam nenhum tipo de assinatura? Simplesmente deixam a encomenda no portão e vão embora? Isso porque são sérissimos, neh?. Questionei esse fato e me ofereceram uma compensação de cerca de 40% do valor, porque ""eles"" tambem tiveram um grande prejuizo e não são responsáveis..Ora, me poupe. Como assim não são responsáveis? Eu efetuei a compra e o pagamento de acordo com o acertado no site. A responsabilidade deles é me entregar exatamente da forma como foi pedida e no prazo acertado. Creio que cai num [Editado pelo Reclame Aqui]. E esse é apenas um alerta. Não se deixem iludir por condições de compra muito abaixo do mercado e chequem todas as informações do site. Tive um prejuízo de mais de R$ 550,00, mas esse nem é o maior dos males. O pior é a sensação de ter sido feita de trouxa.."
Não consigo contato ,"Fiz uma compra na Shein onde adquirir 2 legging na loja Papai do Brás, ontem fizeram a entrega no endereço descrito da compra minha mãe recebeu, hoje fui abrir a encomenda veio apenas 1 legging, entrei em contato via WhatsApp com a loja pois veio esse número de WhatsApp, porém só foram entregues a mensagem não visualizadas. Não sei o que fazer pois nunca tive problemas com a Shein. A única coisa que eu quero é minha legging que foi paga e não recebi. No pacote veio descrito duas calças lipo porém dentro do pacote só veio 1."
Mercadoria taxada parada,Comprei várias coisas na Shein no dia 27/10.Percebi que passou a data de entrega e vi que esta parada em Curitiba aguardando pagamento Percebi que fui taxada e paguei o boleto Porém não obtive nenhuma resposta de que esta tudo ok Quero saber se deu certo ou se tenho que pedir ressarcimento 
Código de devolução inválido,"No dia 16/10 fiz uma compra de 2 produtos vendidos pela shein,recebi uma semana depois e ficou pequeno optei pela devolução,no dia 21/10/2022 recebi o código para envio da mercadoria esse código com validade até 20/11/2022 no dia 10/11/2022,fui aos correios e o código não estava válido, quero uma solução "
"Pedido recebido, mais não foi entregue","Fiz uma compra no dia 08/08/2022, no dia 10/08/2022 me enviaram o código de rastreio através do e-mail, (N HHEXC1006477077YQ), o mesmo não funcionou, enviei e-mail solicitando esclarecimentos, me reenviaram o código, aí o mesmo funcionou. Acompanhei todo o processo, até o dia 24/09/2022, quando pelo rastreio, informa que a mercadoria foi entregue, sendo que estive na minha residência durante as 24h do dia e nada, nem ninguém apareceu por lá. Entrei em contato com a loja, a mesma me atendeu e pediu para olhar com os vizinhos, olhei e nada. Continuamos com o contato, quando me ofereceram um reembolso de 20% do valor de R$ 206,00 que paguei. Claro não aceitei, continuamos a negociação, quando me ofereceram o reembolso de 50%. Não achei justo, pedi para que eles provassem que a transportadora teria me entregado a mercadoria, prova essa que não tive, a partir daí, não respondem mais os e-mails, parece que fui bloqueada do sistema deles. Hoje tentei entrar na loja pelo e-mail onde estão os meus pedidos e dá a mensagem de loja fechada. Quero o reembolso ou a minha mercadoria. Comprei, paguei e acho que mereço satisfação. Vcs podem me ajudar?"
Fiz o pagamento e não mostra que foi pago ,"Fiz um pedido recentemente na shein, fiz o pagamento no boleto no valor de 75 reais, e o pedido não atualiza, recebi um e-mail dizendo que foi confirmado a compra e logo em seguida outro e-mail falando que a compra tinha sido cancelada, até agora não recebi reembolso, e tá mostrando como ticket pendente. Já tentei entrar em contato com ouvidoria e não obtive respostas"
Não consigo finalizar mi hás compras,Já faz 2 dias q temto finalizar minhas compras e não consigoJá troquei de cartão e meamo assim aparece um filtro de segurança q bloqueia  minhas comprasmais não consigo nem ao menos entrar em contato com eles
